,L,lambda,sd,NRMSE,median,R1
251,2.0,8.0,5.0,1.4380994733214878,3.62797913663646e-05,0.6479318172559819
252,2.0,10.0,0.0,1.0217961756555727,-7.816936286856103e-07,0.9999999999999997
253,2.0,10.0,0.05,0.8447736761638938,-2.227321561862958,0.9999866660854108
254,2.0,10.0,0.1,0.8386562303466003,-0.9483444302238708,0.9999529340169977
255,2.0,10.0,0.2,0.8400357105669627,-0.34956558552092326,0.9998231808594804
256,2.0,10.0,0.3,0.839368123214904,-0.2199917600012276,0.9995974472197752
257,2.0,10.0,0.5,0.8127053535441943,-0.3011662445899105,0.9985457008836851
258,2.0,10.0,0.7,0.7179861954244262,-0.6752516489395354,0.9971801271853393
259,2.0,10.0,1.0,0.6940061282306994,-0.45366684951795366,0.994246706039855
260,2.0,10.0,1.5,0.6885458912617063,0.05690729805072475,0.9896583799989981
261,2.0,10.0,2.0,0.6085216642260735,-0.16599797230835445,0.9777593728680372
262,2.0,10.0,3.0,0.6117950298241478,0.0353236991293395,0.9446295008097917
263,2.0,10.0,5.0,0.8182312245917888,-0.020606989806460595,0.8015888126331983
264,5.0,0.0,0.0,1.0540473319710026,0.0001205164716555073,0.10806424663006842
265,5.0,0.0,0.05,1.0540873028943527,0.00011118822756777199,0.05241203999801481
266,5.0,0.0,0.1,1.0540707269250709,9.178507248253112e-05,0.03364139510216444
267,5.0,0.0,0.2,1.0541644522021145,6.0298108541085744e-05,0.1316668538515812
268,5.0,0.0,0.3,1.0541134764905247,3.8396039351414776e-05,0.12308144921288314
269,5.0,0.0,0.5,1.053649050591131,1.4406041498910933e-05,0.19879288259221822
270,5.0,0.0,0.7,1.0544989043135249,8.451077978367931e-06,0.036392285827440064
271,5.0,0.0,1.0,1.0541032432656303,4.530569862026943e-06,0.02545661576641271
272,5.0,0.0,1.5,1.0519736505095068,1.7286259108764352e-06,0.08918158841556004
273,5.0,0.0,2.0,1.0507856481205187,-1.1820126197018595e-07,0.03898597489857652
274,5.0,0.0,3.0,1.0482199716014955,1.1428420284379036e-06,0.08935595800478409
275,5.0,0.0,5.0,1.042437688805194,-1.2130873663441406e-07,0.028503130709950017
276,5.0,0.5,0.0,1.0558325911638469,-2.325182074346991e-05,0.9999999999999999
277,5.0,0.5,0.05,0.990317191359591,-0.12702278026653274,0.9945636193228787
278,5.0,0.5,0.1,0.997557748646155,-0.08432849381760874,0.9798583872584152
279,5.0,0.5,0.2,2.3954657719146897,-0.22749537227075567,0.8854780989793017
280,5.0,0.5,0.3,510.98954824381457,0.013299255908454818,0.6123010203838544
281,5.0,0.5,0.5,3519.719314523491,0.012428571964864812,0.1597831927633568
282,5.0,0.5,0.7,2253.1685207311466,-0.05794170278318367,0.12472322575537192
283,5.0,0.5,1.0,1498.38064287693,-0.031889123723347096,0.04208679753962411
284,5.0,0.5,1.5,1921.3993502784601,0.05154919065686081,0.05240152709523285
285,5.0,0.5,2.0,949.5322800926862,0.07705082564036614,0.10052169322445487
286,5.0,0.5,3.0,2420.447952735914,-0.008668392386155955,0.17318211943985218
287,5.0,0.5,5.0,950.3388698707186,-0.00469930739291714,0.02034708608685035
288,5.0,1.0,0.0,1.0558635654706878,-1.1633816924712839e-05,1.0000000000000002
289,5.0,1.0,0.05,0.9673186714617334,-0.27102573203685754,0.9986602629036182
290,5.0,1.0,0.1,0.9667439336015623,-0.10501966866117733,0.9952189273729378
291,5.0,1.0,0.2,0.9453898081734943,-0.22448914878676962,0.981121070926674
292,5.0,1.0,0.3,0.9219840822328293,0.1259811792711344,0.9489844737632388
293,5.0,1.0,0.5,4201.218307107576,0.12008652231797368,0.5265726142446824
294,5.0,1.0,0.7,7253.0913980907035,0.3714040284573529,0.3454046184529488
295,5.0,1.0,1.0,7413.26069287453,0.13725153180930194,0.1762510418822884
296,5.0,1.0,1.5,4176.950497859179,-0.14800816163986746,0.2979951385618084
297,5.0,1.0,2.0,9303.296728745674,-0.05797427790322557,0.10090900291080315
298,5.0,1.0,3.0,4328.931316532335,0.007572814367234006,0.21776832611070454
299,5.0,1.0,5.0,1563.8351509687782,0.013897437627806836,0.11403335703115572
300,5.0,2.0,0.0,1.0558957522383647,-5.8194729146023824e-06,0.9999999999999999
301,5.0,2.0,0.05,0.9300654710438881,-0.6041977177304418,0.9996662349359277
302,5.0,2.0,0.1,0.9323831916218399,-0.198076898901264,0.9988188247280505
303,5.0,2.0,0.2,0.9268111705060136,-0.08700662500277875,0.9955155358717395
304,5.0,2.0,0.3,0.8456702490827567,-0.330608378361247,0.9895449455726086
305,5.0,2.0,0.5,0.8162909771671429,-0.18690154068068693,0.9581607693156063
306,5.0,2.0,0.7,0.8083031708125075,0.11183847386381526,0.895162592293144
307,5.0,2.0,1.0,7.214960966856061,0.00023055231711110162,0.6920691563267715
308,5.0,2.0,1.5,4546.368014259316,0.016035176834022304,0.2586267638734344
309,5.0,2.0,2.0,3844.8133778828155,-0.09830186716753075,0.15977843895170718
310,5.0,2.0,3.0,5145.706616109859,0.01418578718360931,0.1973523925928767
311,5.0,2.0,5.0,2567.1880184217916,0.0037639944024560933,0.04772149723619795
312,5.0,3.0,0.0,1.0558271315897763,-3.9068741021078825e-06,1.0000000000000002
313,5.0,3.0,0.05,0.8902987194993588,-0.933319232936429,0.9998517572284378
314,5.0,3.0,0.1,0.8949256899371684,-0.2847727344601447,0.99947616718923
315,5.0,3.0,0.2,0.8952301944017396,-0.0976591396436517,0.9980237870060165
316,5.0,3.0,0.3,0.8076516267686552,-0.7355519247433525,0.9954577355416737
317,5.0,3.0,0.5,0.765672413667875,-0.3243303705307423,0.9829676567717482
318,5.0,3.0,0.7,0.7339199082284391,-0.1484909015922351,0.9649901911198928
319,5.0,3.0,1.0,0.9711970465823131,0.0007695788413480096,0.8858998200620519
320,5.0,3.0,1.5,1.8865965287305793,-0.029744755150547017,0.8131382983037965
321,5.0,3.0,2.0,774.9718409611214,-0.003953169634223687,0.30169559373623334
322,5.0,3.0,3.0,2422.001811371946,0.006952409462323471,0.060619671636234856
323,5.0,3.0,5.0,1547.1150528805674,0.0005096276471647128,0.08927069563334818
324,5.0,4.0,0.0,1.0558527764954504,-2.8951005948229246e-06,1.0000000000000002
325,5.0,4.0,0.05,0.8501461436246599,-1.1333165017740598,0.9999166335214035
326,5.0,4.0,0.1,0.8561756017911215,-0.3953330133028981,0.9997055689770338
327,5.0,4.0,0.2,0.8572651149424791,-0.05182903465263039,0.9988915645591547
328,5.0,4.0,0.3,0.8211069654620125,-0.3164709213078003,0.9974641322672718
329,5.0,4.0,0.5,0.6938556042252266,-0.31942171703150324,0.9906669938459304
330,5.0,4.0,0.7,0.6998970059673321,0.08385483060268362,0.9814071021464623
331,5.0,4.0,1.0,0.6252872963943069,-0.5771314325914553,0.9584210587120795
